index,time_s,qref1,qref2,qref3,qref4,qref5,qref6,qm1,qm2,qm3,qm4,qm5,qm6,qdotm1,qdotm2,qdotm3,qdotm4,qdotm5,qdotm6,qddotm1,qddotm2,qddotm3,qddotm4,qddotm5,qddotm6,qc1,qc2,qc3,qc4,qc5,qc6,tau_m1,tau_m2,tau_m3,tau_m4,tau_m5,tau_m6,tau_filtered_m1,tau_filtered_m2,tau_filtered_m3,tau_filtered_m4,tau_filtered_m5,tau_filtered_m6,motor_tau1,motor_tau2,motor_tau3,motor_tau4,motor_tau5,motor_tau6,motor_tau_filtered1,motor_tau_filtered2,motor_tau_filtered3,motor_tau_filtered4,motor_tau_filtered5,motor_tau_filtered6
4603,4.603,-0.190089,1.8018,-0.631541,0.537142,0.129393,0.309015,-0.204042,1.80912,-0.63504,0.551958,0.130153,0.310463,1.24529,-0.625701,0.310669,-1.32785,-0.0617847,-0.125664,4.9461,-15.0663,10.8922,4.99659,0.582757,-3.51022,-0.199586,1.80671,-0.633933,0.547398,0.129911,0.309995,-13.3396,-55.4046,14.914,2.79499,1.54618,-0.158774,-13.2233,-54.5096,15.6146,3.05536,1.67993,-0.189188,0.03906,0.4662,-0.1694,-0.033,0.0188,-0.0122,0.052643,0.545522,-0.175783,-0.0227197,0.017798,-0.0161599
4604,4.604,-0.188873,1.80116,-0.631229,0.535825,0.129326,0.308886,-0.202803,1.80851,-0.634738,0.550634,0.13009,0.310337,1.24093,-0.592539,0.298451,-1.31842,-0.0617847,-0.124617,-3.08512,26.5395,-9.04432,8.81678,0.080014,0.421452,-0.198354,1.80608,-0.633627,0.546071,0.129845,0.30987,-13.3885,-55.117,14.8415,2.78486,1.61532,-0.248891,-13.287,-54.744,15.3163,2.95098,1.655,-0.212225,0.05985,0.53046,-0.165,-0.0208,0.017,-0.0116,0.0554239,0.53971,-0.171622,-0.0219789,0.0174901,-0.0144004
4605,4.605,-0.187659,1.80051,-0.630916,0.534509,0.129259,0.308757,-0.201565,1.8079,-0.634438,0.549302,0.130026,0.310214,1.24267,-0.626573,0.301942,-1.33099,-0.0638791,-0.120428,1.0821,-25.717,1.76957,-9.63041,-1.79584,3.67153,-0.197125,1.80546,-0.633319,0.544744,0.129778,0.309745,-13.5351,-54.35,15.059,2.99746,1.68446,-0.158774,-13.3828,-54.592,15.217,2.96892,1.66637,-0.1916,0.08883,0.72954,-0.2079,-0.0174,0.0176,-0.0168,0.0683143,0.61296,-0.185621,-0.0202121,0.0175325,-0.0153263
4606,4.606,-0.186447,1.79986,-0.630602,0.533195,0.129191,0.308627,-0.200333,1.80727,-0.634124,0.54798,0.129961,0.310093,1.22784,-0.629191,0.31765,-1.32366,-0.0649262,-0.120428,-12.6498,-5.78955,13.7942,5.00162,-1.14999,0.50411,-0.195897,1.80483,-0.633012,0.543419,0.129711,0.309619,-13.5351,-53.6789,15.3732,3.2708,1.78817,-0.215097,-13.4416,-54.2397,15.2773,3.0854,1.71337,-0.200667,0.05544,0.41832,-0.1573,-0.0272,0.0174,-0.0226,0.0633465,0.537854,-0.174693,-0.0229085,0.0174814,-0.018133
4607,4.607,-0.185237,1.79921,-0.630288,0.531883,0.129124,0.308497,-0.199094,1.80667,-0.63382,0.546661,0.129897,0.309969,1.23395,-0.59603,0.303687,-1.31319,-0.0638791,-0.122522,3.53307,27.8132,-10.1516,9.72088,0.745518,-1.73761,-0.194672,1.80419,-0.632703,0.542096,0.129645,0.309493,-13.2418,-52.6243,15.8567,3.615,1.83426,-0.192568,-13.3645,-53.6163,15.5008,3.28976,1.76001,-0.197542,0.01449,0.65709,-0.1837,-0.0218,0.0172,-0.0172,0.0444943,0.583864,-0.178168,-0.0224808,0.0173728,-0.017773
4608,4.608,-0.184029,1.79856,-0.629973,0.530572,0.129056,0.308366,-0.197861,1.80603,-0.633512,0.545333,0.129831,0.309845,1.22958,-0.642281,0.312414,-1.3268,-0.0670206,-0.124617,-3.27913,-36.082,6.13462,-10.4097,-2.60788,-2.04541,-0.193449,1.80356,-0.632394,0.540774,0.129578,0.309366,-13.0951,-51.6656,16.3401,3.85797,1.92644,-0.12498,-13.2605,-52.8636,15.8247,3.50901,1.82423,-0.169542,0.03339,0.504,-0.1969,-0.0182,0.0164,-0.0186,0.0402095,0.553047,-0.185396,-0.0208289,0.0169974,-0.0180921
4609,4.609,-0.182822,1.7979,-0.629657,0.529262,0.128988,0.308235,-0.196628,1.8054,-0.633205,0.544002,0.129767,0.309722,1.23744,-0.618719,0.300197,-1.33204,-0.0628319,-0.123569,6.32538,15.3727,-9.69754,-5.94635,3.25559,0.622575,-0.192227,1.80292,-0.632084,0.539453,0.129511,0.309238,-12.5085,-50.7068,16.8477,4.11106,1.91492,-0.248891,-12.9703,-52.0314,16.2194,3.74132,1.85923,-0.20016,0.08064,0.43911,-0.17765,-0.0094,0.0174,-0.0202,0.0558104,0.509082,-0.182407,-0.0164189,0.0171528,-0.0189055
4610,4.61,-0.181618,1.79724,-0.629341,0.527954,0.12892,0.308103,-0.195407,1.80478,-0.632906,0.542677,0.1297,0.309598,1.21562,-0.642281,0.295833,-1.32366,-0.0659734,-0.126711,-17.9526,-18.2161,-5.09572,6.41087,-2.26324,-2.62476,-0.191008,1.80228,-0.631773,0.538134,0.129444,0.30911,-12.4596,-49.796,17.3311,4.20217,1.91492,-0.12498,-12.7733,-51.1688,16.6484,3.91915,1.88072,-0.171151,0.06237,0.7308,-0.23265,-0.0116,0.0166,-0.0224,0.0583415,0.594636,-0.201794,-0.0145594,0.0169395,-0.0202539
4611,4.611,-0.180416,1.79658,-0.629024,0.526647,0.128852,0.307971,-0.194179,1.80414,-0.632595,0.54135,0.129633,0.309472,1.22173,-0.637045,0.31765,-1.32156,-0.0659734,-0.125664,2.80497,2.01595,18.1215,2.68706,-0.310749,0.543028,-0.18979,1.80164,-0.631461,0.536816,0.129376,0.308982,-12.3618,-49.3167,17.6454,4.39452,1.97253,-0.12498,-12.6145,-50.4541,17.0331,4.10258,1.91615,-0.153335,0.04599,0.38997,-0.19965,-0.0136,0.0148,-0.0182,0.0535755,0.515662,-0.200967,-0.0141892,0.0161139,-0.0194614
4612,4.612,-0.179216,1.79592,-0.628706,0.525341,0.128784,0.307838,-0.192953,1.80351,-0.632284,0.540023,0.129565,0.309347,1.22435,-0.618719,0.308051,-1.3247,-0.0680678,-0.125664,2.64367,16.0866,-5.79317,-2.3413,-1.8495,0.0745591,-0.188574,1.80099,-0.631149,0.5355,0.129309,0.308853,-12.3129,-48.9811,17.9838,4.39452,2.0532,-0.136245,-12.4981,-49.8857,17.3999,4.21523,1.96903,-0.14674,0.02394,0.56133,-0.16775,-0.0084,0.015,-0.0198,0.04214,0.533284,-0.18815,-0.0119553,0.0156841,-0.019592
4613,4.613,-0.178017,1.79525,-0.628387,0.524037,0.128716,0.307705,-0.191731,1.80286,-0.631978,0.538694,0.129497,0.309222,1.22522,-0.660607,0.307178,-1.33727,-0.0670206,-0.125664,1.11583,-33.9279,-1.54826,-11.1624,0.649474,0.0102372,-0.187361,1.80035,-0.630836,0.534185,0.129242,0.308724,-12.4596,-49.077,17.9838,4.43502,2.08777,-0.203832,-12.4832,-49.5737,17.6252,4.30004,2.01485,-0.16877,0.08757,0.567,-0.21065,-0.0112,0.0158,-0.0234,0.0596701,0.546294,-0.196832,-0.0116639,0.0157288,-0.0210614
4614,4.614,-0.176821,1.79458,-0.628068,0.522734,0.128648,0.307571,-0.190516,1.80222,-0.631667,0.53737,0.129429,0.309099,1.21388,-0.645772,0.308923,-1.32156,-0.0659734,-0.124617,-9.63379,8.13999,1.29311,12.0186,0.992589,0.90482,-0.186149,1.7997,-0.630522,0.532871,0.129174,0.308594,-12.3618,-49.2687,17.9113,4.36415,1.92644,-0.215097,-12.4364,-49.456,17.7356,4.32478,1.98073,-0.186646,0.08001,0.42651,-0.18205,-0.0042,0.0132,-0.0266,0.0675186,0.500073,-0.191128,-0.00878379,0.014753,-0.0231986
4615,4.615,-0.175627,1.79391,-0.627748,0.521433,0.12858,0.307437,-0.189295,1.80158,-0.631366,0.536051,0.129361,0.308974,1.21999,-0.64839,0.297579,-1.31109,-0.0659734,-0.127758,3.94718,-1.14089,-9.60944,10.6843,0.136285,-2.58601,-0.18494,1.79904,-0.630208,0.531559,0.129107,0.308463,-12.5574,-49.7481,17.7421,4.33378,1.8573,-0.203832,-12.4831,-49.5687,17.7381,4.32825,1.93311,-0.193278,0.0252,0.69993,-0.2222,-0.0056,0.0162,-0.0256,0.0511892,0.577192,-0.203118,-0.00755526,0.0153114,-0.0241252
4616,4.616,-0.174435,1.79324,-0.627427,0.520133,0.128511,0.307302,-0.188079,1.80093,-0.631055,0.534725,0.129294,0.308846,1.21562,-0.655371,0.31765,-1.33622,-0.0649262,-0.129852,-3.22227,-6.17941,15.996,-20.215,0.922127,-2.1619,-0.183732,1.79839,-0.629893,0.530248,0.129039,0.308332,-12.5574,-50.3713,17.597,4.15155,1.98406,-0.170039,-12.5117,-49.8784,17.6837,4.26007,1.95277,-0.184311,0.03906,0.41832,-0.2123,-0.0136,0.016,-0.0214,0.0465089,0.515888,-0.206661,-0.00988774,0.0155771,-0.0230736
4617,4.617,-0.173244,1.79256,-0.627106,0.518835,0.128443,0.307167,-0.186865,1.80028,-0.630737,0.533407,0.129228,0.308715,1.21999,-0.634427,0.318523,-1.31319,-0.0659734,-0.131947,3.3218,17.2198,2.94914,17.0996,-0.776804,-2.10366,-0.182526,1.79773,-0.629577,0.528939,0.128971,0.308201,-12.9974,-50.9465,17.3553,3.93896,1.8573,-0.0911867,-12.6991,-50.2906,17.557,4.13616,1.91593,-0.148377,0.09891,0.53676,-0.1474,0.0004,0.0196,-0.0188,0.0667289,0.523942,-0.183794,-0.00591802,0.0171294,-0.0214246
4618,4.618,-0.172056,1.79189,-0.626784,0.517538,0.128374,0.307031,-0.18566,1.79962,-0.630428,0.532098,0.129161,0.308581,1.20166,-0.671952,0.306305,-1.29538,-0.0659734,-0.136136,-15.3537,-30.008,-10.1349,17.7059,-0.106657,-3.9025,-0.181323,1.79707,-0.62926,0.527631,0.128903,0.308069,-12.704,-51.4738,17.1861,3.91871,1.84578,-0.170039,-12.701,-50.7471,17.4139,4.05225,1.88886,-0.156736,0.07434,0.59094,-0.1881,-0.0098,0.0166,-0.0174,0.0696658,0.549794,-0.185455,-0.00741596,0.0169251,-0.0198716
4619,4.619,-0.17087,1.79121,-0.626461,0.516242,0.128305,0.306895,-0.184449,1.79897,-0.630115,0.530785,0.129093,0.308443,1.20602,-0.656244,0.313287,-1.32156,-0.0659734,-0.140324,1.65613,9.43104,4.63121,-20.1543,-0.0146443,-4.14948,-0.180121,1.79641,-0.628943,0.526324,0.128835,0.307937,-12.7529,-52.1929,16.9444,3.70611,1.9034,-0.14751,-12.721,-51.305,17.2327,3.91869,1.89447,-0.153175,0.03213,0.47439,-0.19415,-0.0238,0.0156,-0.01,0.0551819,0.520698,-0.18881,-0.0137381,0.0164138,-0.0160625
4620,4.62,-0.169685,1.79052,-0.626137,0.514948,0.128237,0.306758,-0.183242,1.79832,-0.629808,0.52948,0.129026,0.308306,1.20428,-0.656244,0.302815,-1.30376,-0.0670206,-0.134041,-1.2783,1.29491,-8.39827,12.5908,-0.905425,4.85075,-0.178921,1.79575,-0.628625,0.525019,0.128767,0.307804,-12.9974,-52.4805,16.7752,3.63525,1.83426,-0.170039,-12.8277,-51.7586,17.0562,3.80932,1.87124,-0.159682,0.05355,0.71064,-0.20405,-0.0182,0.0182,-0.0088,0.0545522,0.593991,-0.194691,-0.0154598,0.017103,-0.0132601
4621,4.621,-0.168503,1.78984,-0.625813,0.513655,0.128168,0.306621,-0.182034,1.79765,-0.629498,0.528173,0.128958,0.308171,1.21388,-0.666716,0.315032,-1.29329,-0.0670206,-0.131947,8.10579,-8.85635,9.38673,10.7629,-0.124317,2.47285,-0.177723,1.79508,-0.628306,0.523715,0.128699,0.30767,-13.3396,-53.0557,16.5818,3.54414,1.76512,-0.248891,-13.0252,-52.2591,16.8731,3.70699,1.83029,-0.194105,0.08316,0.43029,-0.2233,-0.008,0.0178,-0.0148,0.0655911,0.530824,-0.20573,-0.0125813,0.017372,-0.0138543
4622,4.622,-0.167322,1.78915,-0.625488,0.512364,0.128099,0.306483,-0.180834,1.797,-0.629178,0.526863,0.128891,0.308036,1.19206,-0.639663,0.323759,-1.31633,-0.0670206,-0.137183,-17.7082,22.1222,8.81728,-18.3973,-0.0170691,-4.17754,-0.176527,1.79441,-0.627987,0.522413,0.128631,0.307536,-12.9974,-53.1996,16.5093,3.39228,1.74207,-0.248891,-13.0145,-52.622,16.7327,3.58555,1.79625,-0.215245,0.03087,0.60039,-0.16885,-0.0214,0.0182,-0.0162,0.0521933,0.557667,-0.191499,-0.0159842,0.0176915,-0.0147594
4623,4.623,-0.166144,1.78846,-0.625162,0.511074,0.12803,0.306345,-0.179631,1.79634,-0.628861,0.525567,0.128824,0.307901,1.19555,-0.67806,0.315032,-1.29643,-0.0680678,-0.136136,0.580002,-30.0878,-6.31782,14.6389,-0.905758,0.329827,-0.175334,1.79374,-0.627667,0.521112,0.128562,0.307402,-13.3396,-53.0557,16.3643,3.38216,1.9034,-0.192568,-13.1399,-52.7894,16.5906,3.50707,1.83759,-0.206495,0.02961,0.5922,-0.1815,-0.025,0.019,-0.014,0.0434791,0.570992,-0.187641,-0.0194631,0.0181964,-0.0144664
4624,4.624,-0.164968,1.78777,-0.624836,0.509785,0.12796,0.306206,-0.178428,1.79567,-0.628541,0.524266,0.128755,0.307768,1.2034,-0.663225,0.323759,-1.2891,-0.0701622,-0.132994,6.85525,8.66725,6.661,8.33386,-1.93119,2.75553,-0.174142,1.79307,-0.627346,0.519812,0.128494,0.307267,-13.0951,-53.2475,16.3159,3.48339,1.86883,-0.293949,-13.1226,-52.9661,16.4846,3.49793,1.84965,-0.240241,0.06741,0.47124,-0.1936,-0.0092,0.0186,-0.0172,0.0527133,0.532501,-0.18994,-0.0155029,0.0183521,-0.0155212
4625,4.625,-0.163793,1.78707,-0.624509,0.508498,0.127891,0.306067,-0.177232,1.79501,-0.628225,0.522959,0.128686,0.307633,1.19991,-0.671079,0.314159,-1.31109,-0.0701622,-0.136136,-2.07014,-5.58557,-7.36673,-17.8274,-0.265158,-2.3319,-0.172952,1.79239,-0.627024,0.518514,0.128425,0.307132,-13.6818,-52.7202,16.3884,3.67574,1.8573,-0.282684,-13.3384,-52.8712,16.4475,3.56654,1.8526,-0.256618,0.07308,0.70812,-0.18535,-0.0154,0.0144,-0.0174,0.0605722,0.600267,-0.188169,-0.0154632,0.0168271,-0.0162462
4626,4.626,-0.162621,1.78638,-0.624181,0.507213,0.127822,0.305928,-0.176037,1.79434,-0.62791,0.521662,0.128615,0.307498,1.18682,-0.676315,0.314159,-1.29538,-0.0701622,-0.134041,-11.5769,-5.28399,-1.01147,11.1035,-0.0364068,1.48665,-0.171764,1.79171,-0.626702,0.517218,0.128357,0.306996,-13.6818,-52.7202,16.3643,3.93896,1.88035,-0.215097,-13.4709,-52.8129,16.4154,3.71025,1.86331,-0.240596,0.03465,0.45486,-0.2178,-0.0206,0.0132,-0.0134,0.0505696,0.544159,-0.199603,-0.0174453,0.0154275,-0.0151479
4627,4.627,-0.161451,1.78568,-0.623852,0.505929,0.127752,0.305787,-0.174841,1.79367,-0.627581,0.520366,0.128543,0.307362,1.18944,-0.653626,0.334231,-1.28596,-0.0722566,-0.132994,0.668996,18.8485,17.1766,9.65527,-1.81183,1.10754,-0.170578,1.79103,-0.626379,0.515922,0.128288,0.30686,-13.584,-52.3367,16.4851,3.7871,1.8573,-0.215097,-13.5146,-52.6292,16.4423,3.7399,1.86099,-0.230757,0.01134,0.60039,-0.16665,-0.0116,0.0124,-0.0152,0.0354321,0.565857,-0.186887,-0.0151898,0.0142593,-0.015168
4628,4.628,-0.160282,1.78497,-0.623523,0.504646,0.127683,0.305647,-0.173647,1.79299,-0.627256,0.51906,0.12847,0.30723,1.19555,-0.688532,0.322886,-1.31319,-0.074351,-0.129852,5.36177,-27.5259,-7.4286,-22.1631,-2.0556,2.86231,-0.169395,1.79035,-0.626055,0.514629,0.128219,0.306723,-13.2418,-52.4326,16.606,3.79723,1.88035,-0.181303,-13.4093,-52.5533,16.5055,3.76202,1.86846,-0.211674,0.0819,0.5418,-0.16665,-0.0176,0.0108,-0.02,0.0533626,0.556574,-0.179078,-0.0161198,0.0129245,-0.0170325
4629,4.629,-0.159116,1.78427,-0.623193,0.503364,0.127613,0.305506,-0.172461,1.79232,-0.626931,0.517763,0.128397,0.307098,1.18508,-0.669334,0.328995,-1.29538,-0.0722566,-0.1309,-8.29796,12.7832,4.24995,12.315,1.52459,-0.510412,-0.168213,1.78966,-0.62573,0.513336,0.12815,0.306585,-13.0462,-52.4326,16.751,3.83772,1.9034,-0.192568,-13.2692,-52.5067,16.6002,3.79123,1.88194,-0.204302,0.07749,0.49581,-0.19195,-0.0098,0.0094,-0.024,0.0626727,0.533127,-0.184045,-0.0136812,0.0115645,-0.0197211
4630,4.63,-0.157951,1.78356,-0.622862,0.502085,0.127544,0.305364,-0.171271,1.79164,-0.626608,0.516471,0.128325,0.306964,1.18333,-0.695514,0.318523,-1.28386,-0.0712094,-0.134041,-2.64502,-20.8302,-8.45062,11.6284,1.11274,-2.78032,-0.167033,1.78897,-0.625405,0.512045,0.128081,0.306448,-12.4107,-52.3846,16.7269,3.75673,1.93797,-0.0911867,-12.9379,-52.4596,16.6491,3.77792,1.90356,-0.160654,0.02898,0.67158,-0.17215,-0.0118,0.0114,-0.0196,0.0496717,0.586552,-0.179455,-0.0129553,0.011501,-0.0196744
4631,4.631,-0.156789,1.78285,-0.622531,0.500806,0.127474,0.305222,-0.170087,1.79095,-0.626288,0.515172,0.128253,0.306828,1.17984,-0.68766,0.318523,-1.30376,-0.0722566,-0.13823,-3.37455,3.91557,-1.16029,-15.5683,-0.750632,-3.9954,-0.165855,1.78828,-0.625079,0.510756,0.128012,0.306309,-12.3129,-52.6722,16.7269,3.84784,1.9034,-0.293949,-12.6968,-52.5417,16.6791,3.8049,1.9035,-0.212088,0.04221,0.4599,-0.2112,-0.0146,0.0116,-0.0196,0.0467924,0.537681,-0.191705,-0.0135899,0.0115392,-0.0196457
4632,4.632,-0.155629,1.78214,-0.622199,0.499529,0.127404,0.30508,-0.168903,1.79028,-0.625953,0.51388,0.128179,0.30669,1.19381,-0.664098,0.336849,-1.29434,-0.074351,-0.137183,11.5822,20.8644,15.6504,5.99317,-1.90989,0.354835,-0.164679,1.78759,-0.624753,0.509467,0.127943,0.306171,-11.8729,-52.7202,16.7752,3.72636,1.9034,-0.192568,-12.3789,-52.6105,16.7162,3.77459,1.90346,-0.204556,0.11907,0.65835,-0.15565,-0.014,0.0076,-0.016,0.0746822,0.584243,-0.177792,-0.0137482,0.0100192,-0.0182389
4633,4.633,-0.15447,1.78143,-0.621866,0.498253,0.127334,0.304937,-0.167728,1.78959,-0.625626,0.512589,0.128106,0.306548,1.17373,-0.689405,0.322886,-1.28282,-0.0733038,-0.141372,-15.7252,-18.9678,-9.89668,10.7604,0.641181,-3.56494,-0.163505,1.78689,-0.624425,0.508181,0.127874,0.306031,-11.6774,-52.8161,16.7269,3.64537,1.86883,-0.136245,-12.1082,-52.6898,16.7203,3.72473,1.8901,-0.178197,0.07371,0.49203,-0.1606,-0.0086,0.0084,-0.0108,0.074307,0.548661,-0.171158,-0.0117616,0.00939439,-0.0153685
4634,4.634,-0.153314,1.78071,-0.621533,0.496979,0.127264,0.304793,-0.16655,1.78891,-0.625303,0.511297,0.128033,0.306403,1.17024,-0.670206,0.322886,-1.29224,-0.0722566,-0.144513,-5.17049,13.9583,-1.35884,-6.6533,0.99145,-3.19972,-0.162333,1.7862,-0.624097,0.506896,0.127804,0.305892,-11.4818,-53.0078,16.8477,3.73648,1.76512,-0.192568,-11.8665,-52.8125,16.7695,3.72927,1.84187,-0.183742,0.03213,0.59157,-0.2068,-0.0144,0.0078,-0.008,0.0580322,0.565218,-0.184911,-0.0127797,0.00877916,-0.0125252
4635,4.635,-0.15216,1.77999,-0.621199,0.495707,0.127193,0.304649,-0.165373,1.78821,-0.62498,0.510011,0.127959,0.306262,1.17635,-0.71384,0.320268,-1.28491,-0.074351,-0.140324,4.56,-35.7258,-2.44511,5.41039,-1.6707,3.17433,-0.161163,1.7855,-0.623769,0.505612,0.127735,0.305751,-12.0685,-52.7681,16.8961,3.70611,1.79969,-0.181303,-11.9444,-52.7954,16.8183,3.72033,1.82559,-0.182801,0.09009,0.57834,-0.1925,-0.0178,0.0074,-0.0128,0.0704023,0.570282,-0.18784,-0.0147169,0.00824699,-0.0126312
4636,4.636,-0.151007,1.77927,-0.620864,0.494435,0.127123,0.304505,-0.164201,1.78751,-0.624657,0.508722,0.127886,0.306122,1.17286,-0.690278,0.322013,-1.28282,-0.074351,-0.139277,-2.38528,15.4216,1.16997,2.54969,-0.229391,1.33926,-0.159996,1.78479,-0.623439,0.504329,0.127665,0.305611,-11.7262,-52.7681,16.9202,3.71624,1.83426,-0.226361,-11.8602,-52.7849,16.8576,3.71875,1.82894,-0.19961,0.09891,0.4599,-0.21175,-0.0094,0.0058,-0.0162,0.0814026,0.527689,-0.197066,-0.0126653,0.00730277,-0.0140083
4637,4.637,-0.149857,1.77855,-0.620528,0.493165,0.127053,0.30436,-0.163033,1.78682,-0.624322,0.507439,0.127813,0.305981,1.16413,-0.702495,0.337721,-1.27968,-0.0712094,-0.140324,-7.85596,-8.42241,13.7119,3.06032,2.67875,-0.719531,-0.15883,1.78409,-0.623109,0.503048,0.127596,0.305469,-12.0196,-52.2888,17.0411,3.71624,1.82274,-0.215097,-11.9217,-52.5934,16.9284,3.71778,1.82654,-0.205586,0.0945,0.693,-0.16555,-0.0168,0.0052,-0.0144,0.0864565,0.591477,-0.184905,-0.0142607,0.00649137,-0.0141595
4638,4.638,-0.148709,1.77783,-0.620192,0.491897,0.126982,0.304215,-0.161862,1.78612,-0.623994,0.506152,0.127739,0.305841,1.16588,-0.70075,0.322013,-1.28701,-0.074351,-0.140324,0.427048,0.349272,-11.6685,-5.90371,-2.34244,-0.0987935,-0.157666,1.78338,-0.622778,0.501769,0.127526,0.305328,-11.9707,-52.1449,17.3311,3.97945,1.8573,-0.170039,-11.9406,-52.4204,17.0838,3.81875,1.83841,-0.191869,0.04158,0.48006,-0.17435,-0.0118,0.0062,-0.0144,0.06914,0.548485,-0.180832,-0.0133112,0.00637894,-0.0142523
4639,4.639,-0.147562,1.7771,-0.619855,0.49063,0.126912,0.304069,-0.160689,1.78543,-0.623664,0.504867,0.127666,0.3057,1.17897,-0.685914,0.333358,-1.27758,-0.0733038,-0.140324,11.3513,12.8463,8.18487,7.32014,0.581791,-0.0135646,-0.156504,1.78267,-0.622447,0.500491,0.127456,0.305186,-12.4107,-51.9532,17.5003,4.04019,1.83426,-0.237626,-12.122,-52.2401,17.2445,3.9042,1.83681,-0.209525,0.08694,0.61929,-0.2068,-0.0024,0.0048,-0.0148,0.0760085,0.575806,-0.190852,-0.00910091,0.00576968,-0.0144636
4640,4.64,-0.146418,1.77637,-0.619518,0.489365,0.126841,0.303922,-0.15953,1.78471,-0.623338,0.503588,0.127594,0.305557,1.1589,-0.71733,0.322886,-1.27968,-0.069115,-0.143466,-15.7569,-25.3386,-7.91034,-0.801756,3.69354,-2.71211,-0.155344,1.78196,-0.622115,0.499214,0.127386,0.305043,-12.4596,-51.378,17.6937,4.14143,1.88035,-0.14751,-12.2523,-51.9074,17.4179,3.99574,1.85361,-0.185595,0.11214,0.44289,-0.1815,-0.0198,0.0046,-0.013,0.0899505,0.524518,-0.187244,-0.0132294,0.00531833,-0.0138989
4641,4.641,-0.145276,1.77563,-0.619179,0.488101,0.12677,0.303776,-0.158365,1.78401,-0.623013,0.502307,0.127523,0.305414,1.15803,-0.692023,0.323759,-1.28072,-0.0701622,-0.139277,-2.91631,18.3535,-0.333265,-1.0135,-0.396282,3.24128,-0.154186,1.78125,-0.621782,0.497939,0.127316,0.3049,-12.9485,-51.1862,17.8629,4.29328,1.98406,-0.113716,-12.5209,-51.6291,17.5896,4.11055,1.90395,-0.157859,0.04662,0.53613,-0.21285,-0.014,0.0072,-0.0112,0.0732306,0.528999,-0.197124,-0.0135267,0.00604441,-0.0128574
4642,4.642,-0.144136,1.7749,-0.618841,0.486838,0.126699,0.303628,-0.1572,1.7833,-0.622676,0.501025,0.127451,0.305274,1.16239,-0.723439,0.341212,-1.27653,-0.0712094,-0.137183,3.36381,-24.5825,15.0112,3.4745,-0.957825,2.25187,-0.15303,1.78053,-0.621448,0.496665,0.127246,0.304756,-13.3396,-50.7068,18.0805,4.39452,2.0532,-0.260155,-12.8368,-51.2732,17.779,4.22013,1.96154,-0.197332,0.05985,0.59283,-0.17215,-0.007,0.0056,-0.0186,0.0680674,0.553629,-0.187487,-0.0110083,0.00587293,-0.0150733
4643,4.643,-0.142997,1.77416,-0.618501,0.485577,0.126629,0.303481,-0.156038,1.78259,-0.622345,0.499749,0.127381,0.305137,1.16501,-0.707731,0.328122,-1.27968,-0.069115,-0.137183,2.7204,10.176,-9.23161,-2.23319,1.67532,0.309187,-0.151877,1.77981,-0.621114,0.495393,0.127176,0.304612,-13.7307,-50.4672,18.0321,4.5565,2.06472,-0.12498,-13.1817,-50.9622,17.8767,4.34992,2.00135,-0.169414,0.08379,0.47628,-0.1628,-0.0174,0.008,-0.0236,0.0741343,0.523783,-0.177961,-0.0134746,0.0066937,-0.0183635
4644,4.644,-0.141861,1.77342,-0.618161,0.484317,0.126557,0.303332,-0.15488,1.78187,-0.622014,0.498472,0.127312,0.304996,1.15192,-0.731293,0.335103,-1.27339,-0.0670206,-0.142419,-10.9192,-18.9296,4.75524,5.11387,2.03685,-4.47462,-0.150725,1.77909,-0.620779,0.494122,0.127105,0.304468,-14.3174,-50.2754,17.8871,4.50588,2.08777,-0.215097,-13.6199,-50.6972,17.8807,4.4101,2.0347,-0.187042,0.04599,0.6615,-0.198,-0.0088,0.009,-0.0186,0.0632743,0.576924,-0.185694,-0.0116708,0.00758363,-0.0184548
4645,4.645,-0.140727,1.77268,-0.61782,0.483059,0.126486,0.303184,-0.153719,1.78115,-0.621686,0.497189,0.127243,0.304853,1.15454,-0.721694,0.324631,-1.28177,-0.069115,-0.14556,0.759307,5.68221,-8.38124,-6.52517,-1.52716,-3.32462,-0.149575,1.77837,-0.620443,0.492852,0.127035,0.304323,-14.6107,-50.4672,17.597,4.41477,2.0532,-0.237626,-14.0022,-50.6084,17.7712,4.4119,2.04183,-0.206561,0.02142,0.44478,-0.1837,-0.005,0.0092,-0.0176,0.047124,0.525933,-0.184924,-0.00909676,0.00820734,-0.0181249
4646,4.646,-0.139595,1.77194,-0.617478,0.481802,0.126415,0.303035,-0.152559,1.78044,-0.62136,0.495918,0.127173,0.304712,1.16675,-0.710349,0.326377,-1.27235,-0.069115,-0.142419,10.6441,10.5672,0.354925,7.23481,-0.209684,2.25376,-0.148427,1.77764,-0.620107,0.491584,0.126965,0.304177,-14.5618,-50.563,17.1861,4.25279,1.98406,-0.215097,-14.2182,-50.5909,17.5455,4.35051,2.01954,-0.209854,0.06741,0.63252,-0.21505,-0.0154,0.0086,-0.02,0.0549517,0.567062,-0.196549,-0.011529,0.00835885,-0.0188485
